source_id,source_type,target_id,target_type,type,severity,frequency,efficacy,first_line,interaction_type,description
DIS_00410,Disease,SYM_029,Symptom,HAS_SYMPTOM,mild,persistent,,,,
SYM_029,Symptom,DIS_00410,Disease,CAUSED_BY,,,,,,
DIS_00410,Disease,SYM_002,Symptom,HAS_SYMPTOM,mild,occasional,,,,
SYM_002,Symptom,DIS_00410,Disease,CAUSED_BY,,,,,,
DIS_00410,Disease,SYM_044,Symptom,HAS_SYMPTOM,severe,occasional,,,,
SYM_044,Symptom,DIS_00410,Disease,CAUSED_BY,,,,,,
DIS_00410,Disease,SYM_011,Symptom,HAS_SYMPTOM,mild,occasional,,,,
SYM_011,Symptom,DIS_00410,Disease,CAUSED_BY,,,,,,
DIS_00410,Disease,DRG_0042,drug,TREATED_BY,,,variable,False,,
DIS_00411,Disease,SYM_037,Symptom,HAS_SYMPTOM,severe,occasional,,,,
SYM_037,Symptom,DIS_00411,Disease,CAUSED_BY,,,,,,
DIS_00411,Disease,SYM_012,Symptom,HAS_SYMPTOM,moderate,constant,,,,
SYM_012,Symptom,DIS_00411,Disease,CAUSED_BY,,,,,,
DIS_00411,Disease,SYM_012,Symptom,HAS_SYMPTOM,moderate,persistent,,,,
SYM_012,Symptom,DIS_00411,Disease,CAUSED_BY,,,,,,
DIS_00411,Disease,TRT_0027,treatment,TREATED_BY,,,moderate,False,,
DIS_00412,Disease,SYM_029,Symptom,HAS_SYMPTOM,moderate,intermittent,,,,
SYM_029,Symptom,DIS_00412,Disease,CAUSED_BY,,,,,,
DIS_00412,Disease,SYM_029,Symptom,HAS_SYMPTOM,mild,occasional,,,,
SYM_029,Symptom,DIS_00412,Disease,CAUSED_BY,,,,,,
DIS_00412,Disease,SYM_035,Symptom,HAS_SYMPTOM,mild,persistent,,,,
SYM_035,Symptom,DIS_00412,Disease,CAUSED_BY,,,,,,
DIS_00412,Disease,SYM_019,Symptom,HAS_SYMPTOM,mild,persistent,,,,
SYM_019,Symptom,DIS_00412,Disease,CAUSED_BY,,,,,,
DIS_00412,Disease,DRG_0024,drug,TREATED_BY,,,moderate,True,,
DIS_00412,Disease,DRG_0064,drug,TREATED_BY,,,moderate,True,,
DIS_00412,Disease,DRG_0079,drug,TREATED_BY,,,low,False,,
DIS_00413,Disease,SYM_029,Symptom,HAS_SYMPTOM,mild,occasional,,,,
SYM_029,Symptom,DIS_00413,Disease,CAUSED_BY,,,,,,
DIS_00413,Disease,SYM_022,Symptom,HAS_SYMPTOM,moderate,persistent,,,,
SYM_022,Symptom,DIS_00413,Disease,CAUSED_BY,,,,,,
DIS_00413,Disease,SYM_010,Symptom,HAS_SYMPTOM,moderate,constant,,,,
SYM_010,Symptom,DIS_00413,Disease,CAUSED_BY,,,,,,
DIS_00413,Disease,SYM_013,Symptom,HAS_SYMPTOM,life-threatening,occasional,,,,
SYM_013,Symptom,DIS_00413,Disease,CAUSED_BY,,,,,,
DIS_00413,Disease,SYM_023,Symptom,HAS_SYMPTOM,mild,constant,,,,
SYM_023,Symptom,DIS_00413,Disease,CAUSED_BY,,,,,,
DIS_00413,Disease,SYM_043,Symptom,HAS_SYMPTOM,mild,occasional,,,,
SYM_043,Symptom,DIS_00413,Disease,CAUSED_BY,,,,,,
DIS_00413,Disease,DRG_0084,drug,TREATED_BY,,,low,False,,
DIS_00413,Disease,TRT_0012,treatment,TREATED_BY,,,moderate,False,,
DIS_00413,Disease,DRG_0042,drug,TREATED_BY,,,moderate,False,,
DIS_00414,Disease,SYM_019,Symptom,HAS_SYMPTOM,life-threatening,constant,,,,
SYM_019,Symptom,DIS_00414,Disease,CAUSED_BY,,,,,,
DIS_00414,Disease,SYM_028,Symptom,HAS_SYMPTOM,life-threatening,occasional,,,,
SYM_028,Symptom,DIS_00414,Disease,CAUSED_BY,,,,,,
DIS_00414,Disease,SYM_032,Symptom,HAS_SYMPTOM,mild,constant,,,,
SYM_032,Symptom,DIS_00414,Disease,CAUSED_BY,,,,,,
DIS_00414,Disease,SYM_007,Symptom,HAS_SYMPTOM,severe,constant,,,,
SYM_007,Symptom,DIS_00414,Disease,CAUSED_BY,,,,,,
DIS_00414,Disease,DRG_0050,drug,TREATED_BY,,,low,False,,
DIS_00414,Disease,TRT_0016,treatment,TREATED_BY,,,low,True,,
DIS_00414,Disease,DRG_0068,drug,TREATED_BY,,,high,True,,
DIS_00415,Disease,SYM_020,Symptom,HAS_SYMPTOM,moderate,persistent,,,,
SYM_020,Symptom,DIS_00415,Disease,CAUSED_BY,,,,,,
DIS_00415,Disease,SYM_048,Symptom,HAS_SYMPTOM,mild,occasional,,,,
SYM_048,Symptom,DIS_00415,Disease,CAUSED_BY,,,,,,
DIS_00415,Disease,SYM_004,Symptom,HAS_SYMPTOM,severe,constant,,,,
SYM_004,Symptom,DIS_00415,Disease,CAUSED_BY,,,,,,
DIS_00415,Disease,DRG_0046,drug,TREATED_BY,,,high,False,,
DIS_00416,Disease,SYM_033,Symptom,HAS_SYMPTOM,severe,occasional,,,,
SYM_033,Symptom,DIS_00416,Disease,CAUSED_BY,,,,,,
DIS_00416,Disease,SYM_014,Symptom,HAS_SYMPTOM,mild,constant,,,,
SYM_014,Symptom,DIS_00416,Disease,CAUSED_BY,,,,,,
DIS_00416,Disease,SYM_012,Symptom,HAS_SYMPTOM,moderate,persistent,,,,
SYM_012,Symptom,DIS_00416,Disease,CAUSED_BY,,,,,,
DIS_00416,Disease,SYM_005,Symptom,HAS_SYMPTOM,moderate,constant,,,,
SYM_005,Symptom,DIS_00416,Disease,CAUSED_BY,,,,,,
DIS_00416,Disease,DRG_0074,drug,TREATED_BY,,,high,True,,
DIS_00417,Disease,SYM_014,Symptom,HAS_SYMPTOM,mild,persistent,,,,
SYM_014,Symptom,DIS_00417,Disease,CAUSED_BY,,,,,,
DIS_00417,Disease,SYM_001,Symptom,HAS_SYMPTOM,moderate,persistent,,,,
SYM_001,Symptom,DIS_00417,Disease,CAUSED_BY,,,,,,
DIS_00417,Disease,SYM_012,Symptom,HAS_SYMPTOM,life-threatening,intermittent,,,,
SYM_012,Symptom,DIS_00417,Disease,CAUSED_BY,,,,,,
DIS_00417,Disease,SYM_024,Symptom,HAS_SYMPTOM,life-threatening,occasional,,,,
SYM_024,Symptom,DIS_00417,Disease,CAUSED_BY,,,,,,
DIS_00417,Disease,SYM_010,Symptom,HAS_SYMPTOM,moderate,intermittent,,,,
SYM_010,Symptom,DIS_00417,Disease,CAUSED_BY,,,,,,
DIS_00417,Disease,SYM_040,Symptom,HAS_SYMPTOM,severe,constant,,,,
SYM_040,Symptom,DIS_00417,Disease,CAUSED_BY,,,,,,
DIS_00417,Disease,DRG_0074,drug,TREATED_BY,,,low,True,,
DIS_00417,Disease,TRT_0028,treatment,TREATED_BY,,,low,False,,
DIS_00417,Disease,TRT_0004,treatment,TREATED_BY,,,high,False,,
DIS_00418,Disease,SYM_025,Symptom,HAS_SYMPTOM,severe,intermittent,,,,
SYM_025,Symptom,DIS_00418,Disease,CAUSED_BY,,,,,,
DIS_00418,Disease,SYM_032,Symptom,HAS_SYMPTOM,severe,occasional,,,,
SYM_032,Symptom,DIS_00418,Disease,CAUSED_BY,,,,,,
DIS_00418,Disease,SYM_041,Symptom,HAS_SYMPTOM,life-threatening,occasional,,,,
SYM_041,Symptom,DIS_00418,Disease,CAUSED_BY,,,,,,
DIS_00418,Disease,SYM_045,Symptom,HAS_SYMPTOM,life-threatening,intermittent,,,,
SYM_045,Symptom,DIS_00418,Disease,CAUSED_BY,,,,,,
DIS_00418,Disease,SYM_043,Symptom,HAS_SYMPTOM,moderate,occasional,,,,
SYM_043,Symptom,DIS_00418,Disease,CAUSED_BY,,,,,,
DIS_00418,Disease,SYM_041,Symptom,HAS_SYMPTOM,mild,occasional,,,,
SYM_041,Symptom,DIS_00418,Disease,CAUSED_BY,,,,,,
DIS_00418,Disease,TRT_0031,treatment,TREATED_BY,,,variable,True,,
DIS_00419,Disease,SYM_035,Symptom,HAS_SYMPTOM,severe,intermittent,,,,
SYM_035,Symptom,DIS_00419,Disease,CAUSED_BY,,,,,,
DIS_00419,Disease,SYM_048,Symptom,HAS_SYMPTOM,severe,constant,,,,
SYM_048,Symptom,DIS_00419,Disease,CAUSED_BY,,,,,,
DIS_00419,Disease,SYM_019,Symptom,HAS_SYMPTOM,severe,persistent,,,,
SYM_019,Symptom,DIS_00419,Disease,CAUSED_BY,,,,,,
DIS_00419,Disease,SYM_037,Symptom,HAS_SYMPTOM,severe,occasional,,,,
SYM_037,Symptom,DIS_00419,Disease,CAUSED_BY,,,,,,
DIS_00419,Disease,DRG_0051,drug,TREATED_BY,,,moderate,True,,
DIS_00420,Disease,SYM_013,Symptom,HAS_SYMPTOM,moderate,occasional,,,,
SYM_013,Symptom,DIS_00420,Disease,CAUSED_BY,,,,,,
DIS_00420,Disease,SYM_031,Symptom,HAS_SYMPTOM,life-threatening,occasional,,,,
SYM_031,Symptom,DIS_00420,Disease,CAUSED_BY,,,,,,
DIS_00420,Disease,SYM_008,Symptom,HAS_SYMPTOM,moderate,occasional,,,,
SYM_008,Symptom,DIS_00420,Disease,CAUSED_BY,,,,,,
DIS_00420,Disease,SYM_025,Symptom,HAS_SYMPTOM,moderate,occasional,,,,
SYM_025,Symptom,DIS_00420,Disease,CAUSED_BY,,,,,,
DIS_00420,Disease,SYM_049,Symptom,HAS_SYMPTOM,mild,intermittent,,,,
SYM_049,Symptom,DIS_00420,Disease,CAUSED_BY,,,,,,
DIS_00420,Disease,SYM_028,Symptom,HAS_SYMPTOM,severe,constant,,,,
SYM_028,Symptom,DIS_00420,Disease,CAUSED_BY,,,,,,
DIS_00420,Disease,DRG_0019,drug,TREATED_BY,,,variable,True,,
DIS_00420,Disease,DRG_0085,drug,TREATED_BY,,,moderate,True,,
DIS_00420,Disease,TRT_0008,treatment,TREATED_BY,,,low,True,,
DIS_00421,Disease,SYM_010,Symptom,HAS_SYMPTOM,severe,persistent,,,,
SYM_010,Symptom,DIS_00421,Disease,CAUSED_BY,,,,,,
DIS_00421,Disease,SYM_012,Symptom,HAS_SYMPTOM,severe,constant,,,,
SYM_012,Symptom,DIS_00421,Disease,CAUSED_BY,,,,,,
DIS_00421,Disease,SYM_013,Symptom,HAS_SYMPTOM,mild,constant,,,,
SYM_013,Symptom,DIS_00421,Disease,CAUSED_BY,,,,,,
DIS_00421,Disease,DRG_0020,drug,TREATED_BY,,,low,True,,
DIS_00421,Disease,DRG_0029,drug,TREATED_BY,,,moderate,True,,
DIS_00422,Disease,SYM_043,Symptom,HAS_SYMPTOM,life-threatening,occasional,,,,
SYM_043,Symptom,DIS_00422,Disease,CAUSED_BY,,,,,,
DIS_00422,Disease,SYM_029,Symptom,HAS_SYMPTOM,mild,intermittent,,,,
SYM_029,Symptom,DIS_00422,Disease,CAUSED_BY,,,,,,
DIS_00422,Disease,SYM_039,Symptom,HAS_SYMPTOM,severe,intermittent,,,,
SYM_039,Symptom,DIS_00422,Disease,CAUSED_BY,,,,,,
DIS_00422,Disease,SYM_010,Symptom,HAS_SYMPTOM,severe,occasional,,,,
SYM_010,Symptom,DIS_00422,Disease,CAUSED_BY,,,,,,
DIS_00422,Disease,SYM_008,Symptom,HAS_SYMPTOM,mild,constant,,,,
SYM_008,Symptom,DIS_00422,Disease,CAUSED_BY,,,,,,
DIS_00422,Disease,DRG_0069,drug,TREATED_BY,,,high,True,,
DIS_00422,Disease,TRT_0008,treatment,TREATED_BY,,,low,False,,
DIS_00422,Disease,DRG_0005,drug,TREATED_BY,,,moderate,True,,
DIS_00423,Disease,SYM_001,Symptom,HAS_SYMPTOM,life-threatening,occasional,,,,
SYM_001,Symptom,DIS_00423,Disease,CAUSED_BY,,,,,,
DIS_00423,Disease,SYM_037,Symptom,HAS_SYMPTOM,mild,constant,,,,
SYM_037,Symptom,DIS_00423,Disease,CAUSED_BY,,,,,,
DIS_00423,Disease,SYM_037,Symptom,HAS_SYMPTOM,mild,intermittent,,,,
SYM_037,Symptom,DIS_00423,Disease,CAUSED_BY,,,,,,
DIS_00423,Disease,SYM_049,Symptom,HAS_SYMPTOM,mild,occasional,,,,
SYM_049,Symptom,DIS_00423,Disease,CAUSED_BY,,,,,,
DIS_00423,Disease,DRG_0084,drug,TREATED_BY,,,variable,False,,
DIS_00424,Disease,SYM_044,Symptom,HAS_SYMPTOM,life-threatening,constant,,,,
SYM_044,Symptom,DIS_00424,Disease,CAUSED_BY,,,,,,
DIS_00424,Disease,SYM_048,Symptom,HAS_SYMPTOM,moderate,constant,,,,
SYM_048,Symptom,DIS_00424,Disease,CAUSED_BY,,,,,,
DIS_00424,Disease,SYM_040,Symptom,HAS_SYMPTOM,severe,persistent,,,,
SYM_040,Symptom,DIS_00424,Disease,CAUSED_BY,,,,,,
DIS_00424,Disease,SYM_041,Symptom,HAS_SYMPTOM,life-threatening,constant,,,,
SYM_041,Symptom,DIS_00424,Disease,CAUSED_BY,,,,,,
DIS_00424,Disease,SYM_010,Symptom,HAS_SYMPTOM,life-threatening,persistent,,,,
SYM_010,Symptom,DIS_00424,Disease,CAUSED_BY,,,,,,
DIS_00424,Disease,DRG_0019,drug,TREATED_BY,,,low,True,,
DIS_00425,Disease,SYM_017,Symptom,HAS_SYMPTOM,moderate,persistent,,,,
SYM_017,Symptom,DIS_00425,Disease,CAUSED_BY,,,,,,
DIS_00425,Disease,SYM_048,Symptom,HAS_SYMPTOM,mild,constant,,,,
SYM_048,Symptom,DIS_00425,Disease,CAUSED_BY,,,,,,
DIS_00425,Disease,SYM_020,Symptom,HAS_SYMPTOM,moderate,occasional,,,,
SYM_020,Symptom,DIS_00425,Disease,CAUSED_BY,,,,,,
DIS_00425,Disease,SYM_030,Symptom,HAS_SYMPTOM,life-threatening,intermittent,,,,
SYM_030,Symptom,DIS_00425,Disease,CAUSED_BY,,,,,,
DIS_00425,Disease,SYM_026,Symptom,HAS_SYMPTOM,moderate,persistent,,,,
SYM_026,Symptom,DIS_00425,Disease,CAUSED_BY,,,,,,
DIS_00425,Disease,SYM_014,Symptom,HAS_SYMPTOM,life-threatening,constant,,,,
SYM_014,Symptom,DIS_00425,Disease,CAUSED_BY,,,,,,
DIS_00425,Disease,DRG_0059,drug,TREATED_BY,,,variable,False,,
DIS_00425,Disease,DRG_0050,drug,TREATED_BY,,,variable,False,,
DIS_00426,Disease,SYM_021,Symptom,HAS_SYMPTOM,life-threatening,intermittent,,,,
SYM_021,Symptom,DIS_00426,Disease,CAUSED_BY,,,,,,
DIS_00426,Disease,SYM_047,Symptom,HAS_SYMPTOM,moderate,intermittent,,,,
SYM_047,Symptom,DIS_00426,Disease,CAUSED_BY,,,,,,
DIS_00426,Disease,SYM_014,Symptom,HAS_SYMPTOM,moderate,intermittent,,,,
SYM_014,Symptom,DIS_00426,Disease,CAUSED_BY,,,,,,
DIS_00426,Disease,SYM_047,Symptom,HAS_SYMPTOM,severe,constant,,,,
SYM_047,Symptom,DIS_00426,Disease,CAUSED_BY,,,,,,
DIS_00426,Disease,SYM_036,Symptom,HAS_SYMPTOM,life-threatening,persistent,,,,
SYM_036,Symptom,DIS_00426,Disease,CAUSED_BY,,,,,,
DIS_00426,Disease,DRG_0040,drug,TREATED_BY,,,moderate,False,,
DIS_00426,Disease,DRG_0019,drug,TREATED_BY,,,variable,True,,
DIS_00426,Disease,DRG_0070,drug,TREATED_BY,,,variable,False,,
DIS_00427,Disease,SYM_004,Symptom,HAS_SYMPTOM,moderate,intermittent,,,,
SYM_004,Symptom,DIS_00427,Disease,CAUSED_BY,,,,,,
DIS_00427,Disease,SYM_022,Symptom,HAS_SYMPTOM,moderate,constant,,,,
SYM_022,Symptom,DIS_00427,Disease,CAUSED_BY,,,,,,
DIS_00427,Disease,SYM_034,Symptom,HAS_SYMPTOM,life-threatening,intermittent,,,,
SYM_034,Symptom,DIS_00427,Disease,CAUSED_BY,,,,,,
DIS_00427,Disease,SYM_029,Symptom,HAS_SYMPTOM,mild,intermittent,,,,
SYM_029,Symptom,DIS_00427,Disease,CAUSED_BY,,,,,,
DIS_00427,Disease,SYM_025,Symptom,HAS_SYMPTOM,moderate,persistent,,,,
SYM_025,Symptom,DIS_00427,Disease,CAUSED_BY,,,,,,
DIS_00427,Disease,SYM_048,Symptom,HAS_SYMPTOM,moderate,constant,,,,
SYM_048,Symptom,DIS_00427,Disease,CAUSED_BY,,,,,,
DIS_00427,Disease,TRT_0016,treatment,TREATED_BY,,,moderate,True,,
DIS_00427,Disease,DRG_0053,drug,TREATED_BY,,,low,False,,
DIS_00427,Disease,DRG_0032,drug,TREATED_BY,,,moderate,False,,
DIS_00428,Disease,SYM_040,Symptom,HAS_SYMPTOM,mild,occasional,,,,
SYM_040,Symptom,DIS_00428,Disease,CAUSED_BY,,,,,,
DIS_00428,Disease,SYM_005,Symptom,HAS_SYMPTOM,mild,occasional,,,,
SYM_005,Symptom,DIS_00428,Disease,CAUSED_BY,,,,,,
DIS_00428,Disease,SYM_001,Symptom,HAS_SYMPTOM,mild,persistent,,,,
SYM_001,Symptom,DIS_00428,Disease,CAUSED_BY,,,,,,
DIS_00428,Disease,SYM_006,Symptom,HAS_SYMPTOM,severe,persistent,,,,
SYM_006,Symptom,DIS_00428,Disease,CAUSED_BY,,,,,,
DIS_00428,Disease,SYM_013,Symptom,HAS_SYMPTOM,moderate,intermittent,,,,
SYM_013,Symptom,DIS_00428,Disease,CAUSED_BY,,,,,,
DIS_00428,Disease,TRT_0023,treatment,TREATED_BY,,,high,False,,
DIS_00428,Disease,DRG_0080,drug,TREATED_BY,,,low,False,,
DIS_00429,Disease,SYM_022,Symptom,HAS_SYMPTOM,moderate,persistent,,,,
SYM_022,Symptom,DIS_00429,Disease,CAUSED_BY,,,,,,
DIS_00429,Disease,SYM_020,Symptom,HAS_SYMPTOM,mild,intermittent,,,,
SYM_020,Symptom,DIS_00429,Disease,CAUSED_BY,,,,,,
DIS_00429,Disease,SYM_010,Symptom,HAS_SYMPTOM,moderate,constant,,,,
SYM_010,Symptom,DIS_00429,Disease,CAUSED_BY,,,,,,
DIS_00429,Disease,SYM_008,Symptom,HAS_SYMPTOM,life-threatening,intermittent,,,,
SYM_008,Symptom,DIS_00429,Disease,CAUSED_BY,,,,,,
DIS_00429,Disease,SYM_036,Symptom,HAS_SYMPTOM,life-threatening,persistent,,,,
SYM_036,Symptom,DIS_00429,Disease,CAUSED_BY,,,,,,
DIS_00429,Disease,SYM_045,Symptom,HAS_SYMPTOM,moderate,occasional,,,,
SYM_045,Symptom,DIS_00429,Disease,CAUSED_BY,,,,,,
DIS_00429,Disease,DRG_0019,drug,TREATED_BY,,,variable,True,,
DIS_00429,Disease,TRT_0012,treatment,TREATED_BY,,,high,True,,
DIS_00429,Disease,TRT_0028,treatment,TREATED_BY,,,variable,False,,
DIS_00430,Disease,SYM_031,Symptom,HAS_SYMPTOM,moderate,occasional,,,,
SYM_031,Symptom,DIS_00430,Disease,CAUSED_BY,,,,,,
DIS_00430,Disease,SYM_038,Symptom,HAS_SYMPTOM,severe,constant,,,,
SYM_038,Symptom,DIS_00430,Disease,CAUSED_BY,,,,,,
DIS_00430,Disease,SYM_038,Symptom,HAS_SYMPTOM,moderate,constant,,,,
SYM_038,Symptom,DIS_00430,Disease,CAUSED_BY,,,,,,
DIS_00430,Disease,SYM_002,Symptom,HAS_SYMPTOM,life-threatening,persistent,,,,
SYM_002,Symptom,DIS_00430,Disease,CAUSED_BY,,,,,,
DIS_00430,Disease,SYM_022,Symptom,HAS_SYMPTOM,mild,persistent,,,,
SYM_022,Symptom,DIS_00430,Disease,CAUSED_BY,,,,,,
DIS_00430,Disease,SYM_005,Symptom,HAS_SYMPTOM,moderate,intermittent,,,,
SYM_005,Symptom,DIS_00430,Disease,CAUSED_BY,,,,,,
DIS_00430,Disease,DRG_0039,drug,TREATED_BY,,,variable,True,,
DIS_00430,Disease,DRG_0015,drug,TREATED_BY,,,moderate,False,,
DIS_00430,Disease,DRG_0038,drug,TREATED_BY,,,high,False,,
DIS_00431,Disease,SYM_002,Symptom,HAS_SYMPTOM,life-threatening,intermittent,,,,
SYM_002,Symptom,DIS_00431,Disease,CAUSED_BY,,,,,,
DIS_00431,Disease,SYM_024,Symptom,HAS_SYMPTOM,severe,intermittent,,,,
SYM_024,Symptom,DIS_00431,Disease,CAUSED_BY,,,,,,
DIS_00431,Disease,SYM_033,Symptom,HAS_SYMPTOM,severe,occasional,,,,
SYM_033,Symptom,DIS_00431,Disease,CAUSED_BY,,,,,,
DIS_00431,Disease,SYM_032,Symptom,HAS_SYMPTOM,severe,intermittent,,,,
SYM_032,Symptom,DIS_00431,Disease,CAUSED_BY,,,,,,
DIS_00431,Disease,SYM_004,Symptom,HAS_SYMPTOM,moderate,persistent,,,,
SYM_004,Symptom,DIS_00431,Disease,CAUSED_BY,,,,,,
DIS_00431,Disease,SYM_017,Symptom,HAS_SYMPTOM,life-threatening,constant,,,,
SYM_017,Symptom,DIS_00431,Disease,CAUSED_BY,,,,,,
DIS_00431,Disease,DRG_0006,drug,TREATED_BY,,,low,False,,
DIS_00431,Disease,DRG_0085,drug,TREATED_BY,,,high,False,,
DIS_00432,Disease,SYM_009,Symptom,HAS_SYMPTOM,mild,occasional,,,,
SYM_009,Symptom,DIS_00432,Disease,CAUSED_BY,,,,,,
DIS_00432,Disease,SYM_020,Symptom,HAS_SYMPTOM,life-threatening,intermittent,,,,
SYM_020,Symptom,DIS_00432,Disease,CAUSED_BY,,,,,,
DIS_00432,Disease,SYM_031,Symptom,HAS_SYMPTOM,life-threatening,constant,,,,
SYM_031,Symptom,DIS_00432,Disease,CAUSED_BY,,,,,,
DIS_00432,Disease,TRT_0004,treatment,TREATED_BY,,,low,False,,
DIS_00433,Disease,SYM_024,Symptom,HAS_SYMPTOM,life-threatening,constant,,,,
SYM_024,Symptom,DIS_00433,Disease,CAUSED_BY,,,,,,
DIS_00433,Disease,SYM_046,Symptom,HAS_SYMPTOM,severe,intermittent,,,,
SYM_046,Symptom,DIS_00433,Disease,CAUSED_BY,,,,,,
DIS_00433,Disease,SYM_023,Symptom,HAS_SYMPTOM,severe,intermittent,,,,
SYM_023,Symptom,DIS_00433,Disease,CAUSED_BY,,,,,,
DIS_00433,Disease,SYM_032,Symptom,HAS_SYMPTOM,severe,persistent,,,,
SYM_032,Symptom,DIS_00433,Disease,CAUSED_BY,,,,,,
DIS_00433,Disease,SYM_006,Symptom,HAS_SYMPTOM,life-threatening,occasional,,,,
SYM_006,Symptom,DIS_00433,Disease,CAUSED_BY,,,,,,
DIS_00433,Disease,TRT_0032,treatment,TREATED_BY,,,low,True,,
DIS_00433,Disease,DRG_0003,drug,TREATED_BY,,,moderate,True,,
DIS_00433,Disease,DRG_0032,drug,TREATED_BY,,,high,True,,
DIS_00434,Disease,SYM_005,Symptom,HAS_SYMPTOM,moderate,intermittent,,,,
SYM_005,Symptom,DIS_00434,Disease,CAUSED_BY,,,,,,
DIS_00434,Disease,SYM_006,Symptom,HAS_SYMPTOM,mild,occasional,,,,
SYM_006,Symptom,DIS_00434,Disease,CAUSED_BY,,,,,,
DIS_00434,Disease,SYM_047,Symptom,HAS_SYMPTOM,mild,persistent,,,,
SYM_047,Symptom,DIS_00434,Disease,CAUSED_BY,,,,,,
DIS_00434,Disease,SYM_040,Symptom,HAS_SYMPTOM,mild,intermittent,,,,
SYM_040,Symptom,DIS_00434,Disease,CAUSED_BY,,,,,,
DIS_00434,Disease,SYM_038,Symptom,HAS_SYMPTOM,life-threatening,persistent,,,,
SYM_038,Symptom,DIS_00434,Disease,CAUSED_BY,,,,,,
DIS_00434,Disease,DRG_0014,drug,TREATED_BY,,,high,True,,
DIS_00434,Disease,TRT_0006,treatment,TREATED_BY,,,moderate,True,,
DIS_00434,Disease,TRT_0011,treatment,TREATED_BY,,,high,True,,
DIS_00435,Disease,SYM_046,Symptom,HAS_SYMPTOM,mild,occasional,,,,
SYM_046,Symptom,DIS_00435,Disease,CAUSED_BY,,,,,,
DIS_00435,Disease,SYM_028,Symptom,HAS_SYMPTOM,moderate,intermittent,,,,
SYM_028,Symptom,DIS_00435,Disease,CAUSED_BY,,,,,,
DIS_00435,Disease,SYM_004,Symptom,HAS_SYMPTOM,mild,constant,,,,
SYM_004,Symptom,DIS_00435,Disease,CAUSED_BY,,,,,,
DIS_00435,Disease,DRG_0081,drug,TREATED_BY,,,moderate,False,,
DIS_00435,Disease,TRT_0020,treatment,TREATED_BY,,,moderate,False,,
DIS_00436,Disease,SYM_031,Symptom,HAS_SYMPTOM,severe,occasional,,,,
SYM_031,Symptom,DIS_00436,Disease,CAUSED_BY,,,,,,
DIS_00436,Disease,SYM_029,Symptom,HAS_SYMPTOM,moderate,occasional,,,,
SYM_029,Symptom,DIS_00436,Disease,CAUSED_BY,,,,,,
DIS_00436,Disease,SYM_006,Symptom,HAS_SYMPTOM,moderate,intermittent,,,,
SYM_006,Symptom,DIS_00436,Disease,CAUSED_BY,,,,,,
DIS_00436,Disease,SYM_017,Symptom,HAS_SYMPTOM,moderate,intermittent,,,,
SYM_017,Symptom,DIS_00436,Disease,CAUSED_BY,,,,,,
DIS_00436,Disease,DRG_0016,drug,TREATED_BY,,,high,True,,
DIS_00436,Disease,DRG_0024,drug,TREATED_BY,,,low,True,,
DIS_00436,Disease,DRG_0021,drug,TREATED_BY,,,variable,False,,
DIS_00437,Disease,SYM_033,Symptom,HAS_SYMPTOM,severe,intermittent,,,,
SYM_033,Symptom,DIS_00437,Disease,CAUSED_BY,,,,,,
DIS_00437,Disease,SYM_028,Symptom,HAS_SYMPTOM,severe,persistent,,,,
SYM_028,Symptom,DIS_00437,Disease,CAUSED_BY,,,,,,
DIS_00437,Disease,SYM_048,Symptom,HAS_SYMPTOM,moderate,occasional,,,,
SYM_048,Symptom,DIS_00437,Disease,CAUSED_BY,,,,,,
DIS_00437,Disease,SYM_042,Symptom,HAS_SYMPTOM,severe,persistent,,,,
SYM_042,Symptom,DIS_00437,Disease,CAUSED_BY,,,,,,
DIS_00437,Disease,SYM_049,Symptom,HAS_SYMPTOM,moderate,occasional,,,,
SYM_049,Symptom,DIS_00437,Disease,CAUSED_BY,,,,,,
DIS_00437,Disease,SYM_004,Symptom,HAS_SYMPTOM,mild,constant,,,,
SYM_004,Symptom,DIS_00437,Disease,CAUSED_BY,,,,,,
DIS_00437,Disease,TRT_0031,treatment,TREATED_BY,,,high,False,,
DIS_00437,Disease,DRG_0011,drug,TREATED_BY,,,variable,True,,
DIS_00438,Disease,SYM_021,Symptom,HAS_SYMPTOM,severe,occasional,,,,
SYM_021,Symptom,DIS_00438,Disease,CAUSED_BY,,,,,,
DIS_00438,Disease,SYM_037,Symptom,HAS_SYMPTOM,severe,persistent,,,,
SYM_037,Symptom,DIS_00438,Disease,CAUSED_BY,,,,,,
DIS_00438,Disease,SYM_029,Symptom,HAS_SYMPTOM,severe,constant,,,,
SYM_029,Symptom,DIS_00438,Disease,CAUSED_BY,,,,,,
DIS_00438,Disease,DRG_0064,drug,TREATED_BY,,,low,False,,
DIS_00438,Disease,DRG_0041,drug,TREATED_BY,,,moderate,True,,
DIS_00439,Disease,SYM_003,Symptom,HAS_SYMPTOM,severe,constant,,,,
SYM_003,Symptom,DIS_00439,Disease,CAUSED_BY,,,,,,
DIS_00439,Disease,SYM_030,Symptom,HAS_SYMPTOM,life-threatening,persistent,,,,
SYM_030,Symptom,DIS_00439,Disease,CAUSED_BY,,,,,,
DIS_00439,Disease,SYM_026,Symptom,HAS_SYMPTOM,life-threatening,constant,,,,
SYM_026,Symptom,DIS_00439,Disease,CAUSED_BY,,,,,,
DIS_00439,Disease,SYM_029,Symptom,HAS_SYMPTOM,moderate,intermittent,,,,
